Year,State,City,Miles,Company
1894,Nebraska,Benson,2,Benson & Halcyon Heights Railway Co.
1894,Nebraska,Fremont,6.5,City Street Railway Co.
1894,Nebraska,Grand Island,7,Street Railway Of Grand Island
1894,Nebraska,Kearney,5.5,Kearney Electric Co.
1894,Nebraska,Lincoln,55,Lincoln Street Railway Co.
1894,Nebraska,Nebraska City,7,Nebraska City Street Railway Co.
1894,Nebraska,Norfolk,4.5,Norfolk Street Railway Co.
1894,Nebraska,Omaha,5.5,East Omaha Street Railway Co.
1894,Nebraska,Omaha,20,Metropolitan Cable Railway Co.
1894,Nebraska,Omaha,1.5,Omaha & Council Blufts Railway & Bridge Co.
1894,Nebraska,Omaha,89.5,Omaha Street Railway Co.
1894,Nebraska,Red Cloud,1,Red Cloud Street Railway Co.
1894,Nebraska,Wymore,3.5,Wymore & Blue Springs Railway Co.
1894,New Hampshire,Concord,10.5,Columbus Street Railway Co.
1894,New Hampshire,Dover,14,Union Street Railway Co.
1894,New Hampshire,Laconia,3.62,Laconia & Lakeport Street Railway.
1894,New Hampshire,Manchester,12,Manchester Street Railway Co.
1894,New Hampshire,Nashua,10,Nashua Street Railway
1894,New Hampshire,Portsmouth,4.7,Portsmouth Street Railway Co.
1894,New Hampshire,Portsmouth,4,Portsmouth Street Railway Co.
1894,New Jersey,Asbury Park,2,Asbury Park & Street Railway Co.
1894,New Jersey,Asbury Park,8.25,Seashore Electric Railway Co.
1894,New Jersey,Atlantic City,17,Atlantic City Electric Railway.
1894,New Jersey,Brigantine Beach,6.25,Brigantine Transit Co.
1894,New Jersey,Camden,6.5,Camden & Atlantic Railroad Co.
1894,New Jersey,Camden,28.25,Camden Horse Railroad Co.
1894,New Jersey,Camden,14,"Camden, Gloucester & Woodbury Railway Co."
1894,New Jersey,Cape May,10.8,"Cape Hay, Delaware Bay A Sewell'S Point Railroad Co."
1894,New Jersey,Elizabeth,3.5,Elizabeth Street Railway Co.
1894,New Jersey,Jersey City,40,New Jersey Traction Co.
1894,New Jersey,Jersey City,4.8,Newark Plank Road Co.—
1894,New Jersey,Jersey City,60,North Hudson County Railway Co.
1894,New Jersey,Jersey City,18,The Newark & South Orange Railway Co.
1894,New Jersey,Keyport,3.5,Keyport & Mata Wan Street Railroad Co.
1894,New Jersey,Millville,2.8,Millville Rapid Transit Co.
1894,New Jersey,Mount Holly,1,Mt. Holly Street Railway Co.
1894,New Jersey,New Brunswick,4.25,New Brunswick City Railway Co.
1894,New Jersey,Orange,7,Suburban Traction Co.
1894,New Jersey,Orange,1.5,Suburban Traction Co.
1894,New Jersey,Paterson,15,"Jersey City, Hoboken & Rutherford Railroad."
1894,New Jersey,Paterson,3,Paterson & Little Falls Electric Railway Co.
1894,New Jersey,Paterson,1,Paterson & Passaic Electric Railway Co.
1894,New Jersey,Paterson,4,Paterson Central Electric Railroad Co.
1894,New Jersey,Paterson,8,Paterson Horse Railroad Co.
1894,New Jersey,Paterson,36,Paterson Railway Co.
1894,New Jersey,Paterson,20,"Paterson, Passaic & Rutherford Electric Railway Co."
1894,New Jersey,Phillipsburg,2,Phillipsburg Horse Car Railroad Co.
1894,New Jersey,Plainfield,4,Plainfield Street Railway Co.
1894,New Jersey,Rutherford,1,Rutherford Railway Co.
1894,New Jersey,Trenton,37,Trenton Passenger Railway Co.
1894,New York,Albany,32.1,The Albany Railway
1894,New York,Amsterdam,7.54,Amsterdam Street Railroad Co.
1894,New York,Auburn,5.55,Auburn City Railroad Co.
1894,New York,Babylon,1.53,Babylon Railroad Co.
1894,New York,Binghamton,27,Binghamton Railroad Co.
1894,New York,Brooklyn,199.1,Brooklyn City Railroad Co.
1894,New York,Brooklyn,21.4,Brooklyn Elevated Railroad Co.
1894,New York,Brooklyn,1.17,Brooklyn Heights Railroad Co.
1894,New York,Brooklyn,38.9,Brooklyn Traction Co.
1894,New York,Brooklyn,6.64,"Brooklyn, Bath & West End Railroad Co."
1894,New York,Brooklyn,44.9,"Brooklyn, Queens Connty & Suburban Railroad Co"
1894,New York,Brooklyn,13.28,Coney Island & Brooklyn Railroad Co.
1894,New York,Brooklyn,27.72,Coney Island & Brooklyn Railroad Co.
1894,New York,Brooklyn,12.18,Kings County Elevated Railway Co.
1894,New York,Brooklyn,34.72,Van Brunt Street & Erie Basin Railroad Co.
1894,New York,Buffalo,128.61,Buffalo Railway Co.
1894,New York,Buffalo,59,Crosstown Street Railway Co.
1894,New York,Canandaigua,3,Canandaigua Electric Light A Railroad Co.
1894,New York,City Island,1.5,City Island Railroad
1894,New York,City Island,2,Pelham Park Railroad Co.
1894,New York,Coney Island,2.3,Sea View Railroad Co.
1894,New York,Cortland,4.1,Cortland & Homer Horse Railroad Co.
1894,New York,Deerfield,2,Deerfield & Utica Railroad Co.
1894,New York,Elmira,11.14,Elmira & Horseheads Railway Co.
1894,New York,Elmira,7.5,West Side Railroad Co.
1894,New York,Fishkill,3.25,Citizen*’ Street Railroad Co.
1894,New York,Flushing,3.98,Fitchburg & Leominster Street Railway Co.
1894,New York,Frankfort,2.63,Frankfort & Ilion Street Railway Co.
1894,New York,Fredonia,3.7,Dunkirk & Fredonia Railroad Co.
1894,New York,Fulton,1.14,"Fulton & Oswego Falls, Street Railway Co."
1894,New York,Gloversville,17,"Fonda, Johnstown & Gloversville Railroad Co."
1894,New York,Gloversville,4.1,"Fonda, Johnstown & Gloversville Railroad Co."
1894,New York,Hornellsville,5,Hornellsville & Canisteo Railway Co.
1894,New York,Hornellsville,4.07,Hornellsville Electric Railway Co.
1894,New York,Hudson,1.81,Hudson Electric Railway Co.
1894,New York,Huntington,3,Huntington Railroad Co.
1894,New York,Ithaca,6,Ithaca Street Railway Co.
1894,New York,Jamestown,20,Jamestown Street Railway Co.
1894,New York,Kingston,2.98,Kingston City Railroad Co.
1894,New York,Kingston,6,Kingston City Railroad Co.
1894,New York,Lancaster,14,"Buffalo, Bellevue & Lancaster Railway Co."
1894,New York,Larchmont,1.5,Larchmont Horse Railway Co.
1894,New York,Lockport,7,Rockport Street Railway Co.
1894,New York,Long Island City,10,Long Island City & Newtown Railway Co.
1894,New York,Long Island City,28,Steinway Railway Co. Of Long Island City.
1894,New York,Middletown,3,Middletown-Goshen Traction Co.
1894,New York,Mohawk,1.75,Mohawk & Ilion Horse Railroad Co.
1894,New York,Mohawk,4,West End & Riverside Park Electric Street Railway Co.
1894,New York,New Rochelle,8,Newport Street Railway Co.
1894,New York,New York City,9,Bleccker Street & Fulton Ferry Railroad Co.
1894,New York,New York City,16.7,Broadway & Seventh Avenue Railroad Co.
1894,New York,New York City,7.7,Central Crosstown Railroad Co.
1894,New York,New York City,3,"Central Park, North & East River Railroad Co."
1894,New York,New York City,7.5,Christopher & Tenth Street Railroadco.
1894,New York,New York City,18.54,"Dry Dock, East Broadway & Battery, Railroad Co."
1894,New York,New York City,20,Eighth Avenue Railroad Co.
1894,New York,New York City,24.2,Eighth Avenue Railroad Co.
1894,New York,New York City,9.13,Fulton Street Railroad Co.
1894,New York,New York City,20.57,Fulton Street Railroad Co.
1894,New York,New York City,112.7,Metropolitan Traction Co.
1894,New York,New York City,5.8,Metropolitan Traction Co.
1894,New York,New York City,10.25,Metropolitan Traction Co.
1894,New York,New York City,19.16,Metropolitan Traction Co.
1894,New York,New York City,17.67,New York & Harlem Railroad Co.
1894,New York,New York City,8.75,Ninth Avenue Railroad Co.
1894,New York,New York City,16,Ninth Avenue Railroad Co.
1894,New York,New York City,28,Second Avenue Railroad Co.
1894,New York,New York City,28.38,Third Avenue Railroad Co.
1894,New York,New York City,100.12,Westchester Electric Railroad Co.
1894,New York,Newburgh,5,Newburgh Street Railway Co.
1894,New York,Niagara Falls,13,Niagara Falls & Suspension Bridge Railway Co.
1894,New York,Ogdensburg,5,Ogdensburg Street Railway Co.
1894,New York,Oneida,1.5,Oneida Railway Co.
1894,New York,Oneonta,2.75,Oneonta Street Railway Co.
1894,New York,Oswego,5.26,Oswego Street Railway Co.
1894,New York,Poughkeepsie,4.5,City Railroad Of Poughkeepsie.
1894,New York,Rochester,3.7,Rochester & Irondequoit Railroad Co.
1894,New York,Rochester,8.88,Rochester Electric Railway Co.
1894,New York,Rochester,77.45,Rochester Railway Co.
1894,New York,Rockaway,1,Rockaway Village Railroad Co.
1894,New York,Rome,6.75,Rome City Street Railway Co.
1894,New York,Saratoga,10.1,Central Street Railway Co.
1894,New York,Saratoga,2.5,Union Electric Railway Of Saratoga.
1894,New York,Schenectady,4.75,Schenectady Street Railway Co.
1894,New York,Seneca Falls,3.5,Seneca Electric Railway Co.
1894,New York,Sing Sing,3,Ossining Electric Railway Co.
1894,New York,Staten Island,2,Staten Island Belt Line Railroad Co.
1894,New York,Stillwater,4.42,Stillwater & Mechanicville Street Railway Co.
1894,New York,Syracuse,34.25,Syracuse Consolidated Street Railway Co.
1894,New York,Syracuse,20.948,Syracuse Street Railroad Co
1894,New York,Syracuse,10,"Syracuse, Eastwood Heights & De Witt Railroad Co."
1894,New York,Tonawanda,6,Buffalo A Tonawanda Electric Railway Co.
1894,New York,Tonawanda,5.75,"Buffalo, North Main Street A Tonawanda Electric Rail"
1894,New York,Tonawanda,3.5,"Buffalo, Tonawanda A Niagara Falls Electric Railroad"
1894,New York,Tonawanda,6,Tonawanda Electric Railroad Co.
1894,New York,Troy,29.709,Troy City Railway Co.
1894,New York,Utica,1.57,Oneida Street Railway Co.
1894,New York,Utica,3.08,Utica & Mohawk Railroad Co.
1894,New York,Utica,7.978,Utica Belt Line Street Railroad Co.
1894,New York,Watertown,6,Watertown Street Railway Co.
1894,New York,Williamsville,4.58,Buffalo & Williamsvillc Electric Railway Co.
1894,New York,Yonkers,8.5,Yonkers Railroad Co.
1894,North Carolina,Asheville,2.5,Asheville & Craggy Mountain Railway Co.
1894,North Carolina,Asheville,1,"Asheville Loan, Construction & Improvement Co."
1894,North Carolina,Asheville,6.5,Asheville Street Railway Co.
1894,North Carolina,Asheville,6,West Asheville & Sulphur Springs Railway Co.
1894,North Carolina,Charlotte,5,Charlotte Street Railway Co.
1894,North Carolina,Concord,2.65,Concord Railway Co.
1894,North Carolina,Durham,2,Durango Railway & Realty Co.
1894,North Carolina,Hendersonville,3,Hendersonville Street Railway Co.
1894,North Carolina,Raleigh,11,Raleigh Street Railway Co.
1894,North Carolina,Wilmington,6,Wilmington Street Railway Co.
1894,North Carolina,Winston,8.2,"Sandwich, Windsor & Amherstburg Railway Co."
1894,Ohio,Akron,14,Akron Street Railroad Co.
1894,Ohio,Alliance,4,Alliance Street Railway Co.
1894,Ohio,Ashtabula,4,Ashtabula City Railway Co.
1894,Ohio,Ashtabula,4,Ashtabula Rapid Transit Co.
1894,Ohio,Berea,10.25,Cleveland & Berea Street Railway Co.
1894,Ohio,Bridgeport,11.5,"Bellaire, Bridgeport & Martin’S Ferry Street Railroad Co."
1894,Ohio,Canton,6.75,Canton Street Railway Co.
1894,Ohio,Canton,2.5,Lakeside Street Railway Co.
1894,Ohio,Chillicothe,4.25,People'S Street Railway Co.
1894,Ohio,Cincinnati,16,Cincinnati Inclined Plane Railway Co.
1894,Ohio,Cincinnati,139.3,Cincinnati Street Railway Co.
1894,Ohio,Cincinnati,60,"Cincinnati, Newport & Covington Street Railway Co."
1894,Ohio,Cincinnati,25,Ml Adams & Eden Park Inclined Railway.
1894,Ohio,Cincinnati,8.5,Mt. Auburn Cable Railway Co.
1894,Ohio,Cincinnati,2,"Pendleton, Mt. Lookout & East Walnut Hill Railway Co."
1894,Ohio,Cincinnati,0.15,Price Hill Inclined Planes.
1894,Ohio,Cleveland,72,Cleveland City Railway Co.
1894,Ohio,Cleveland,120,Cleveland Electric Railway Co.
1894,Ohio,Columbus,55,Columbus Street Railway Co.
1894,Ohio,Columbus,9,Crosstown Street Railway Co.
1894,Ohio,Columbus,4,"Worthington, Clintonville & Columbus Street Railway Co."
1894,Ohio,Cuyahoga Falls,8,Cumberland Electric Railway Co.
1894,Ohio,Dayton,23,City Railway Co.
1894,Ohio,Dayton,3,City Railway Co.
1894,Ohio,Dayton,8,Oakwood Street Railway Co.
1894,Ohio,Dayton,7,Wayne & Fifth Streets Railroad Co.
1894,Ohio,Dayton,11.5,White Line Street Railroad Co.
1894,Ohio,Defiance,3.5,The Defiance Light & Power Co.
1894,Ohio,Delaware,5.5,Delaware Electric Street Railway Co.
1894,Ohio,Dennison,2,United Electric Co.
1894,Ohio,East Liverpool,8.5,East Liverpool & Wellsville Railroad Co.
1894,Ohio,Findlay,12.5,Findlay Street Railway Co.
1894,Ohio,Fremont,1.5,Fremont Street Railway Co.
1894,Ohio,Gallipolis,3,Gallipolls Street Railway Co.
1894,Ohio,Hamilton,9,Hamilton & Lindenwald Electric Transit Co.
1894,Ohio,Ironton,8,The Ironton & Petersburg Street Railway Co.
1894,Ohio,Lancaster,4,"Buffalo, Bellevue & Lancaster Railway Co."
1894,Ohio,Lima,7,The Lima Electric Railway Co.
1894,Ohio,Mansfield,7.5,"Citizens' Electric Railway, Light & Power Co."
1894,Ohio,Marion,10.5,Marion Street Railway Co.
1894,Ohio,Marion,5,Marion Street Railway Co.
1894,Ohio,Middletown,2,Middletown-Goshen Traction Co.
1894,Ohio,Newark,13,Newark & Granville Electric Street Railway Co.
1894,Ohio,Niles,3.63,Mineral Ridge & Niles Electric Railway Co.
1894,Ohio,Painesville,6.25,"Painesville, Fairport & Richmond Street Railway Co."
1894,Ohio,Piqua,14,Miami Valley Railway Co.
1894,Ohio,Portsmouth,5,Portsmouth Street Railroad & Light Co.
1894,Ohio,Put-In-Bay,2,"Put-In-Bay Water Works, Light & Railway Co."
1894,Ohio,Salem,3.5,Salem Electric Railway Co.
1894,Ohio,Sandusky,6.25,People'S Electric Railway Co.
1894,Ohio,Sandusky,11.5,Sandusky Street Railway Co.
1894,Ohio,Springfield,25,Springfield Railway Co.
1894,Ohio,Steubenville,2.25,Steubenville Street Railway Co.
1894,Ohio,Tiffin,7,Electric Railway & Power Co.
1894,Ohio,Tiffin,24,Tiffin & Interurban Consolidated Electric Railway Co.
1894,Ohio,Toledo,65,Toledo Consolidated Street Railway Co.
1894,Ohio,Toledo,27,Toledo Electric Street Railway Co.
1894,Ohio,Warren,7,Trumbull Electric Railroad Co.
1894,Ohio,Youngstown,15,Youngstown Street Railway Co.
1894,Ohio,Zanesville,8,Zanesville Street Railway Co.
1894,Ontario,Hamilton,22,Hamilton Street Railway Co.
1894,Ontario,Kingston,8,Kingston City Railroad Co.
1894,Ontario,Niagara Falls,14,"Niagara Falls, Park & River Railway Co."
1894,Ontario,Niagara Falls,4,"Niagara Falls, Wesley Park & Clifton Tramway Co."
1894,Ontario,Ottawa,22,Ottawa Electric Railway Co.
1894,Ontario,Port Arthur,8,Town Of Port Arthur Electric Railway & Light
1894,Ontario,Sarnia,4,Sarnia Street Railway Co.
1894,Ontario,Sarnia,4.25,Sarnia Street Railway Co.
1894,Ontario,St. Catharines,8.5,"St. Catherine’S, Merritton & Thorold Street Railway Co."
1894,Ontario,Toronto,4.5,Metropolitan Street Railway Co.
1894,Ontario,Toronto,3,"Toronto & Scarboro Electric Railway, Light & Power Co."
1894,Ontario,Toronto,81,Toronto Railway Co.
1894,Ontario,Waterloo,2.75,Waterloo Street Railway Co.
1894,Ontario,Windsor,10,"Sandwich, Windsor & Amherstburg Railway Co."
1894,Ontario,Windsor,1.5,Woonsocket Street Railway Co.
1894,Oregon,Albany,3,Albany Street Railway Co.
1894,Oregon,Astoria,3,Astoria Street Railway Co.
1894,Oregon,Baker City,2.5,Baker City Railway & Motor Co.
1894,Oregon,Portland,3.5,Barnes Heights & Cornell Mountain Railway Co.
1894,Oregon,Portland,46,"City & Suburban	Railway Co."
1894,Oregon,Portland,7,City & West Portland Park Motor Co.
1894,Oregon,Portland,22,East Side Railway Co.
1894,Oregon,Portland,7.5,East Side Railway Co.
1894,Oregon,Portland,32,Portland Street Railway Co.
1894,Oregon,Portland,2,Portland Street Railway Co.
1894,Oregon,Salem,8,Salem Electric Railway Co.
1894,Pennsylvania,Allentown,28,Allentown & Lehigh Traction Co.
1894,Pennsylvania,Altoona,10.25,City Passenger Railway Co.
1894,Pennsylvania,Altoona,6.5,City Passenger Railway Co.
1894,Pennsylvania,Beaver Falls,9,Beaver Valley Traction Co.
1894,Pennsylvania,Beaver Falls,1.3,College & Grand View Electric R. R. Co.
1894,Pennsylvania,Braddock,3.7,Braddock & Tnrtle Creek Street Passenger Railway Co.
1894,Pennsylvania,Braddock,3.75,Braddock Electric Passenger Railway Co.
1894,Pennsylvania,Bradford,1.5,Bradford & Kendall Passenger Railway Co.
1894,Pennsylvania,Carbondale,9.4,Carbondale Traction Co.
1894,Pennsylvania,Chester,7.5,Chester Street Railway Co.
1894,Pennsylvania,Chester,8,"Chester, Darby & Philadelphia Street Railway Co."
1894,Pennsylvania,Chester,30,Union Railway Co.
1894,Pennsylvania,Connellsville,4.75,The Concord Street Railway.
1894,Pennsylvania,Du Bois,3,Du Bois Traction Passenger Railway Co.
1894,Pennsylvania,Easton,16,Easton & Bangor Electric Railway Co.
1894,Pennsylvania,Easton,10,Easton Transit Co.
1894,Pennsylvania,Easton,3.75,Minnesota Point Street Railway.
1894,Pennsylvania,Erie,25,Erie Electric Motor Co.
1894,Pennsylvania,Gettysburg,8,Gettysburg Electric Railway Co.
1894,Pennsylvania,Girardsville,22,Schuylkill Traction Co.
1894,Pennsylvania,Glens Falls,8.35,"Glens Falls, Sandy Hill & Fort Edward Street Railroad Co."
1894,Pennsylvania,Greensburg,2.4,Greensbnrg & Hempfield Electric Street Railway Co.
1894,Pennsylvania,Harrisburg,9,Citizens' Passenger Railway Co.
1894,Pennsylvania,Harrisburg,30,East Harrisburg Passenger Railway Co.
1894,Pennsylvania,Harrisburg,5.5,Harrisburg City Passenger Railway Co.
1894,Pennsylvania,Hazleton,22,Lehigh Traction Co.
1894,Pennsylvania,Johnstown,15,Johnstown Passenger Railway Co.
1894,Pennsylvania,Lancaster,7,Colombia & Donegal Railway Co.
1894,Pennsylvania,Lancaster,8,Columbia & Ironville Passenger Street Railway Co.
1894,Pennsylvania,Lancaster,8,Lancaster & Lititz Railway Co.
1894,Pennsylvania,Lancaster,50,Pennsylvania Traction Co.
1894,Pennsylvania,Lebanon,20,Lebanon Light & Water Co.
1894,Pennsylvania,Mckeesport,9,Mckeesport & Reynoldton Passenger Railway Co.
1894,Pennsylvania,Mckeesport,1,Versailles Traction Passenger Railway Co.
1894,Pennsylvania,New Castle,2.63,New Castle Electric Street Railway Co.
1894,Pennsylvania,Norristown,6,Citizens' Passenger Railway Co.
1894,Pennsylvania,Norristown,4,Norristown Passenger Railway Co.
1894,Pennsylvania,Norristown,5.5,"Norristown, Bridgeport & Conshonocken Traction Co."
1894,Pennsylvania,Oil City,2.5,Oil City Street Railway Co.
1894,Pennsylvania,Philadelphia,129,Electric Traction Co.
1894,Pennsylvania,Philadelphia,17.78,Northern Passenger Railway Co.
1894,Pennsylvania,Philadelphia,7.5,Northern Passenger Railway Co.
1894,Pennsylvania,Philadelphia,49,People'S Passenger Railway Co.
1894,Pennsylvania,Philadelphia,167.63,Philadelphia Traction Co.
1894,Pennsylvania,Pittsburg,7,Allegheny Traction Co.
1894,Pennsylvania,Pittsburg,8.5,Central Traction'Co.
1894,Pennsylvania,Pittsburg,28,Duquesne Traction Co
1894,Pennsylvania,Pittsburg,28,Federal Street & Pleasant Valley Pass. Ry. Co
1894,Pennsylvania,Pittsburg,0.21,Fort Pitt Inclined Plane Co.—
1894,Pennsylvania,Pittsburg,0.07,Nunnery Hill Incline Plane Co.
1894,Pennsylvania,Pittsburg,13,Pittsburgh & Birmingham Traction Co.
1894,Pennsylvania,Pittsburg,6.5,Pittsburgh & Castle Shannon Railroad.
1894,Pennsylvania,Pittsburg,16,Pittsburgh & West End Passenger Railway Co.
1894,Pennsylvania,Pittsburg,4.5,Schenley Park & Highlands Railway Co.
1894,Pennsylvania,Pittsburg,0.4,St. Clair Incline Plane Co.—
1894,Pennsylvania,Pittsburg,8,Suburban Rapid Transit Street Railway Co.
